"id","mesa_hasta","codigo_distrito","mesa_desde","codigo_postal","cant_mesas","direccion","seccion","circuito","localidad","distrito","establecimiento","dne_distrito_id","dne_seccion_id"
"6381","2681","4","2669","5000","13","J MONTAÑO 1350 B° VILLA  AZALAIZ","1","0013J","CAPITAL","CÓRDOBA","ESC JUSTO PAEZ MOLINA","4","1"
"6382","2702","4","2696","5000","7","FCO DEL PRADO 3900 V AZALAIS","1","0013J","CAPITAL","CÓRDOBA","ESC MUNIC J A PAREDES","4","1"
"6383","2668","4","2658","5000","11","NUEVO MUNDO 824 B°RESID  AMERICA","1","0013J","CAPITAL","CÓRDOBA","ESC PARROQUIAL L STUCCHI BAUDO","4","1"
"6384","2695","4","2682","5000","14","TISSERA 1551 B° L N ALEM","1","0013J","CAPITAL","CÓRDOBA","ESC VICENTE F LOPEZ","4","1"
"6386","2720","4","2719","5000","2","CNO J MARIA KM 8 1/2","1","0013L","CAPITAL","CÓRDOBA","ESC JORGE WASHINGTON ABALOS","4","1"
"6387","2722","4","2721","5000","2","CNO SGO DEL ESTERO KM 7 1/2","1","0013M","CAPITAL","CÓRDOBA","ESC OLEGARIO V ANDRADE","4","1"
"6388","2731","4","2723","5000","9","ALSINA 2032 B°YOFRE N","1","0013N","CAPITAL","CÓRDOBA","ESC DR ANTONIO NORES","4","1"
"6389","2744","4","2732","5000","13","JACINTO DE ALTOLAGUIRRE  B°YOFRE NORT 208","1","0013N","CAPITAL","CÓRDOBA","ESC MATEO J LUQUE","4","1"
"6391","2779","4","2766","5000","14","DOMINGO MARIMON/GABRIEL  ORTEGA","1","0014A","CAPITAL","CÓRDOBA","ESC BRIG SAN MARTIN","4","1"
"6393","2810","4","2800","5000","11","PUBLICA S/N IPV  SECTOR360ARGÜELLO N","1","0014A","CAPITAL","CÓRDOBA","ESC MARTHA A SALOTTI","4","1"
"6394","2791","4","2780","5147","12","MARTIN FERMIN B°ARGÜELLO  NORT 0","1","0014A","CAPITAL","CÓRDOBA","ESC RICARDO NASSIF","4","1"
"6395","2832","4","2827","5000","6","CUIMAN B°LA SALLE 6543","1","0014B","CAPITAL","CÓRDOBA","ESC ELISA K DE LIVACK","4","1"
"6396","2818","4","2811","5000","8","DOMINGO  ALBARIÑOS/ANTEQUEIRA  CASTRO","1","0014B","CAPITAL","CÓRDOBA","ESC MARTIN DE GÜEMES","4","1"
"6397","2826","4","2819","5000","8","NILO PECANHA S/N B°QTAS DE  ARGÜELLO","1","0014B","CAPITAL","CÓRDOBA","ESC MUNIC RAUL V MARTINEZ","4","1"
"6398","2845","4","2833","5000","13","AV ENRIQUE BODEREAU KM 14","1","0014C","CAPITAL","CÓRDOBA","INST CONCEPCIONISTA LA INMACUL","4","1"
"6399","2855","4","2846","5000","10","FDO FADER 3821 B°C DE LAS  ROSAS","1","0014D","CAPITAL","CÓRDOBA","ESC INGENIERO VICTOR REE","4","1"
"6400","2867","4","2856","5000","12","JOSE E BUSTOS 1875 C DE LAS  ROSAS","1","0014D","CAPITAL","CÓRDOBA","ESC JUAN ZORRILA DE SAN MARTIN","4","1"
"6402","2871","4","2868","5000","4","HNOS GRIMM 7168 B°UOCRA","1","0014E","CAPITAL","CÓRDOBA","ESC MODESTA RODRIGUEZ","4","1"
"6403","2879","4","2872","5000","8","VALERIO BETA B°ARGUELLO (N)  7300","1","0014E","CAPITAL","CÓRDOBA","ESC NIÑAS DE AYOHUMA","4","1"
"6404","2895","4","2885","5000","11","TRINIDAD ESQ ITALIA B°SILVANO  FUNES","1","0014F","CAPITAL","CÓRDOBA","ESC DR ALEJANDRO GALLARDO","4","1"
"6405","2905","4","2896","5000","10","CARLOS BROGGI S/N°  B°ARGÜELLO","1","0014F","CAPITAL","CÓRDOBA","ESC JAVIER LAZCANO COLODRERO","4","1"
"6406","2921","4","2914","5000","8","BV CORDOBA 100 B°LOS  BOULEVARES","1","0014G","CAPITAL","CÓRDOBA","ESC JUAN MARIA GUTIERREZ","4","1"
"6407","2913","4","2906","5000","8","2/TUCUMAN Y MENDOZA LOS  BOULEVARES","1","0014G","CAPITAL","CÓRDOBA","ESC MUNIC ING MASJOAN","4","1"
"6409","2934","4","2931","5000","4","REVELTO ESQ TOMASINI  B°MERCANTIL","1","0014H","CAPITAL","CÓRDOBA","ESC MUNIC MAESTRO M OLIVA","4","1"
"6410","2941","4","2935","5000","7","CINCO N°25 B°AMPL P LUGONE","1","0014I","CAPITAL","CÓRDOBA","ESC MAESTROS PUNTANOS","4","1"
"6411","2948","4","2942","5000","7","PIZARRO Y GRASS B°SANTA  CECILIA","1","0014I","CAPITAL","CÓRDOBA","ESC MUNIC ARSENIO MURUGARREN","4","1"
"6412","2964","4","2958","5000","7","TRECE BIS COL DEL CER","1","0014J","CAPITAL","CÓRDOBA","ESC REPUBLICA DE PANAMA","4","1"
"6413","2972","4","2965","5000","8","IGARZABAL 1250 B°URCA","1","0014J","CAPITAL","CÓRDOBA","ESC REPUBLICA DEL LIBANO","4","1"
"6415","2980","4","2973","5000","8","12 Y 14 VILLA ALLENDE PQUE","1","0014K","CAPITAL","CÓRDOBA","ESC MUNIC DR RAUL FERNANDEZ","4","1"
"6417","2992","4","2984","5000","9","AVOGADRO Y GAUSS VILLA  BELGRANO","1","0014L","CAPITAL","CÓRDOBA","ESC NUEVA JUAN MANTOVANI","4","1"
"6418","3000","4","2993","5000","8","D'ALEMBERT Y GAUSS","1","0014L","CAPITAL","CÓRDOBA","ESC RICARDO PALMA","4","1"
"6420","3026","4","3014","5000","13","C DE ARREDONDO 4446  B°CENTENARIO","1","0014M","CAPITAL","CÓRDOBA","ESC PRIMERA JUNTA","4","1"
"6421","3013","4","3001","5000","13","OB MOSCOSO Y PERALTA 2772 A  PALERMO","1","0014M","CAPITAL","CÓRDOBA","INST SAUL TABORDA","4","1"
"6423","3038","4","3031","5000","8","PUBLICA S/N°V CORNU","1","0014N","CAPITAL","CÓRDOBA","ESC MUNIC DR HORACIO GARCIA","4","1"
"6426","3067","4","3060","5000","8","COQUENA (VILLA 9 DE J 7985","1","0014O","CAPITAL","CÓRDOBA","ESC MUNIC SAUL TABORDA","4","1"
"6428","3077","4","3071","5000","7","LAGUNA LARGA/R LUNA V R  INDAR","1","0014P","CAPITAL","CÓRDOBA","ESC MUNIC DR JORGE ORGAZ","4","1"
"6429","3081","4","3078","5000","4","LAGUNA LARGA ESQ.RINCON DE  LUNA","1","0014P","CAPITAL","CÓRDOBA","IPEM N° 17","4","1"
"6490","3494","4","3486","5125","9","MALVINAS ARGENTINAS","3","00035","MALVINAS ARGENTINAS","CÓRDOBA","ESC.CAP.LUIS C.CANDELARIA","4","3"
"6491","3502","4","3495","5125","8","MALVINAS ARGENTINAS","3","00035","MALVINAS ARGENTINAS","CÓRDOBA","ESC.MUNIC.CIUDAD DE M.ARGENTIN","4","3"
"6492","3514","4","3503","5125","12","JUJUY ESQ. SARMIENTO S/N  MALVINAS AR 0","3","00035","MALVINAS ARGENTINAS","CÓRDOBA","I.P.E.M. N° 24","4","3"
"6503","3597","4","3589","5109","9","SARMIENTO Y VELEZ SARSFIELD  0","3","00040","UNQUILLO","CÓRDOBA","ESC.PROV. D.V.SARSFIELD","4","3"
"6504","3606","4","3598","5109","9","SPILIMBERGO 869","3","00040","UNQUILLO","CÓRDOBA","I.P.E.M. N° 23","4","3"
"6505","3621","4","3607","5109","15","COSTANERA LOS CIGARRALES B  750","3","00040","UNQUILLO","CÓRDOBA","I.P.E.M. N° 78","4","3"
"6506","3632","4","3622","5109","11","JUAN MILICH 0","3","00040","UNQUILLO","CÓRDOBA","INST.PARROQ.NTA.SRA DE LOURDES","4","3"
"6507","3729","4","3726","","4","GUEMES ESQ ALBERTI","3","00041","VILLA ALLENDE","CÓRDOBA","COLEGIO MARYLAND","4","3"
"6508","3678","4","3667","","12","VILLA ALLENDE","3","00041","VILLA ALLENDE","CÓRDOBA","COLEGIO SAN JOSE","4","3"
"6509","3666","4","3654","5105","13","GOYCOECHEA 150","3","00041","VILLA ALLENDE","CÓRDOBA","ESC.PROV. J.DE SAN MARTIN","4","3"
"6510","3715","4","3687","","29","25 DE MAYO ESQ. TABLADA 0","3","00041","VILLA ALLENDE","CÓRDOBA","INST GRAL S.MARTIN/17 DE AGOST","4","3"
"6511","3725","4","3716","5105","10","AV.SAN MARTIN 1070","3","00041","VILLA ALLENDE","CÓRDOBA","INSTITUTO NTA.SRA. DE LUJAN","4","3"
"6512","3686","4","3679","","8","LAPRIDA/GONZALEZ","3","00041","VILLA ALLENDE","CÓRDOBA","INSTITUTO PAULA A.DE SARMIENTO","4","3"
"6521","3643","4","3633","5107","11","MALVINAS ARGENTINAS Y  SARMIENTO 0","3","0040A","MENDIOLAZA","CÓRDOBA","ESC.PROV. D.F.SARMIENTO","4","3"
"6522","3653","4","3644","","10","MENDIOLAZA","3","0040A","MENDIOLAZA","CÓRDOBA","I.P.E.M.N° 317","4","3"
"6595","4246","4","4239","5900","8","SANTA FE 643","6","00089","VILLA MARIA","CÓRDOBA","CENMA N° 96","4","6"
"6596","4211","4","4200","5900","12","CATAMARCA 650","6","00089","VILLA MARIA","CÓRDOBA","ESC.COM.A.OCAMPO","4","6"
"6597","4075","4","4064","5900","12","BELGRANO 302","6","00089","VILLA MARIA","CÓRDOBA","ESC.DR. J.BIANCO","4","6"
"6598","4238","4","4226","5900","13","SANTA FE 1271","6","00089","VILLA MARIA","CÓRDOBA","ESC.J.INGENIEROS","4","6"
"6599","4155","4","4142","5900","14","BS.AS.E INT.MACIEL","6","00089","VILLA MARIA","CÓRDOBA","ESC.N.AVELLANEDA","4","6"
"6600","4184","4","4156","5900","29","SOBRAL 378","6","00089","VILLA MARIA","CÓRDOBA","ESC.N.V.MERCANTE","4","6"
"6601","4085","4","4076","5900","10","CHILE 565","6","00089","VILLA MARIA","CÓRDOBA","ESC.REP.DEL PARAGUAY","4","6"
"6602","4063","4","4054","5900","10","NAC. UNIDAS 385","6","00089","VILLA MARIA","CÓRDOBA","ESCUELA J.MARMOL","4","6"
"6603","4225","4","4212","5900","14","J.MULLER 651","6","00089","VILLA MARIA","CÓRDOBA","I.P.E.T. N° 2","4","6"
"6604","4141","4","4116","5900","26","SARSFIELD 1072","6","00089","VILLA MARIA","CÓRDOBA","INST.LA SANTISIMA TRINIDAD","4","6"
"6605","4115","4","4086","5900","30","BV.ALVEAR 68","6","00089","VILLA MARIA","CÓRDOBA","INSTITUTO DEL ROSARIO","4","6"
"6606","4250","4","4247","5900","4","RUCCI 141","6","00089","VILLA MARIA","CÓRDOBA","INSTITUTO SAN ANTONIO","4","6"
"6607","4199","4","4185","5900","15","S.DEL ESTERO 618","6","00089","VILLA MARIA","CÓRDOBA","IPEM N°275 EX COLEGIO NACIONAL","4","6"
"6686","4704","4","4692","2580","13","LARDIZABAL 545","9","00133","MARCOS JUAREZ","CÓRDOBA","COLEGIO SAGRADO CORAZON","4","9"
"6687","4732","4","4722","2580","11","SAN MARTIN 694","9","00133","MARCOS JUAREZ","CÓRDOBA","ESC BERNARDINO RIVADAVIA","4","9"
"6688","4752","4","4745","2580","8","SAN JUAN 1090 SUR","9","00133","MARCOS JUAREZ","CÓRDOBA","ESC MARIANO MORENO","4","9"
"6689","4721","4","4705","2580","17","R SAENZ PEÑA Y S DEL ESTERO","9","00133","MARCOS JUAREZ","CÓRDOBA","ESC NORMAL SUP DR M BELGRANO","4","9"
"6690","4757","4","4753","2580","5","HIPOLITO YRIGOYEN 1409  NOROESTE","9","00133","MARCOS JUAREZ","CÓRDOBA","ESCUELA BARTOLOME MITRE","4","9"
"6691","4744","4","4733","2580","12","MARCOS JUAREZ","9","00133","MARCOS JUAREZ","CÓRDOBA","IPEM N°51 NICOLAS AVELLANEDA","4","9"
"6748","5038","4","5022","5152","17","SAN MARTIN 255","12","00156","VILLA CARLOS PAZ","CÓRDOBA","ESC CARLOS NICANDRO PAZ","4","12"
"6749","5060","4","5051","5152","10","LOS CEIBOS S/N B°LA QUINTA 0","12","00156","VILLA CARLOS PAZ","CÓRDOBA","ESC ISLA DE LOS ESTADOS","4","12"
"6750","5050","4","5039","5152","12","LOS GIGANTES S/N-B°M MUÑOZ","12","00156","VILLA CARLOS PAZ","CÓRDOBA","ESC PRESIDENTE SARMIENTO","4","12"
"6751","5175","4","5168","5152","8","LAS MARGARITAS 255-VA  INDEPENDENCIA","12","00156","VILLA CARLOS PAZ","CÓRDOBA","ESC RICARDO BERNABE FERNANDEZ","4","12"
"6752","5081","4","5061","5152","21","SOLIS 283 B° VILLA DOMINGUEZ","12","00156","VILLA CARLOS PAZ","CÓRDOBA","INST ALFONSINA STORNI(EX IESS)","4","12"
"6753","5096","4","5082","5152","15","ASUNCION B°LA QUINTA 440","12","00156","VILLA CARLOS PAZ","CÓRDOBA","INST BERNARDO D'ELIA","4","12"
"6754","5157","4","5141","5152","17","ALFONSINA STORNI Y LOS  ALERCES 0","12","00156","VILLA CARLOS PAZ","CÓRDOBA","INST BILINGUE DANTE ALIGHIERI","4","12"
"6755","5122","4","5113","5152","10","FLORENCIO SANCHEZ S/N-B°LAS  MALVINAS","12","00156","VILLA CARLOS PAZ","CÓRDOBA","INST INDUSTRIAL CRISTO OBRERO","4","12"
"6758","5130","4","5123","5152","8","AMEGHINO Y BALCARCE","12","00156","VILLA CARLOS PAZ","CÓRDOBA","PRIMARIO JOSE DE SAN MARTIN","4","12"
"6759","5167","4","5158","","10","GOBERNADOR ROCA 53","12","00156","VILLA CARLOS PAZ","CÓRDOBA","UNIVERSIDAD TECNOLOGICA","4","12"
"6818","5503","4","5495","6140","9","LIB GENERAL SAN MARTIN 318  CENTRO","13","00183","VICUÑA MACKENNA","CÓRDOBA","ESC GRAL NAPOLEON URIBURU","4","13"
"6819","5494","4","5487","6140","8","SARMIENTO 672 CENTRO","13","00183","VICUÑA MACKENNA","CÓRDOBA","ESC GUIDO SPANO","4","13"
"6832","5686","4","5670","5800","17","BAIGORRIA 373","13","00188","RIO CUARTO","CÓRDOBA","COL NTRA SRA DEL CARMEN","4","13"
"6833","5811","4","5800","5800","12","ALVEAR 1040","13","00188","RIO CUARTO","CÓRDOBA","COLEGIO GALILEO GALILEI","4","13"
"6834","5823","4","5812","5800","12","FOTHERINGHAM 68","13","00188","RIO CUARTO","CÓRDOBA","COLEGIO HISPANO ARGENTINO","4","13"
"6835","5656","4","5648","5800","9","BOLIVAR Y ALBERDI","13","00188","RIO CUARTO","CÓRDOBA","DICHIARA-EX ESC.GRAL S.MARTIN","4","13"
"6836","5754","4","5743","5800","12","BAIGORRIA 527","13","00188","RIO CUARTO","CÓRDOBA","E.N.E.T. N° 1","4","13"
"6837","5728","4","5719","5800","10","BAIGORRIA 552","13","00188","RIO CUARTO","CÓRDOBA","ESC 21 DE JULIO","4","13"
"6838","5694","4","5687","5800","8","RIO QUINTO 660","13","00188","RIO CUARTO","CÓRDOBA","ESC ALTE BROWN","4","13"
"6839","5718","4","5707","5800","12","LAVALLE 1452","13","00188","RIO CUARTO","CÓRDOBA","ESC BARTOLOME MITRE","4","13"
"6840","5647","4","5638","5800","10","9 DE JULIO 314","13","00188","RIO CUARTO","CÓRDOBA","ESC FLORENTINO AMEGHINO","4","13"
"6841","5742","4","5729","5800","14","SOBREMONTE 1333","13","00188","RIO CUARTO","CÓRDOBA","ESC MANUEL BELGRANO","4","13"
"6842","5791","4","5782","5800","10","MENDOZA 1502","13","00188","RIO CUARTO","CÓRDOBA","ESC VELEZ SARSFIELD","4","13"
"6843","5625","4","5602","5800","24","CONSTITUCION 1040","13","00188","RIO CUARTO","CÓRDOBA","ESC.NORM.NAC.MIXTA","4","13"
"6844","5781","4","5755","5800","27","BAIGORRIA 463","13","00188","RIO CUARTO","CÓRDOBA","ESC.NORMAL COMERCIAL","4","13"
"6845","5669","4","5657","5800","13","MITRE 850","13","00188","RIO CUARTO","CÓRDOBA","ESCUELA GENERAL PAZ","4","13"
"6846","5706","4","5695","5800","12","PASO 790 B° SANTA ROSA","13","00188","RIO CUARTO","CÓRDOBA","ESCUELA GRAL ROCA","4","13"
"6847","5799","4","5792","5800","8","BV GRAL ROCA 701","13","00188","RIO CUARTO","CÓRDOBA","ESCUELA PIAS","4","13"
"6848","5637","4","5626","5800","12","SAN MARTIN 250","13","00188","RIO CUARTO","CÓRDOBA","INST SAN BUENAVENTURA","4","13"
"6925","6118","4","6112","5986","7","ONCATIVO","16","00239","ONCATIVO","CÓRDOBA","ESC DE COM L LUGONES(IPEM 158)","4","16"
"6926","6111","4","6100","5986","12","ONCATIVO","16","00239","ONCATIVO","CÓRDOBA","ESC JOSE MARIA PAZ","4","16"
"6927","6134","4","6126","5986","9","25 DE MAYO S/N","16","00239","ONCATIVO","CÓRDOBA","IPEM N°54 J E MULLER","4","16"
"6928","6125","4","6119","5986","7","ONCATIVO","16","00239","ONCATIVO","CÓRDOBA","J DE INF EMILIO F OLMOS","4","16"
"6952","6312","4","6305","6120","8","RIVADAVIA(B°CENTRO) 245","17","00248","LABOULAYE","CÓRDOBA","COLEGIO SAN JOSE","4","17"
"6955","6304","4","6299","6120","6","AV PELLEGRINI(B°LA  CHACARITA) 247","17","00248","LABOULAYE","CÓRDOBA","ESC LEONOR DE TEJEDA","4","17"
"6956","6288","4","6280","6120","9","AV INDEPENDENCIA(B°CENTRO)  475","17","00248","LABOULAYE","CÓRDOBA","I.P.E.M. 278-M.ARGENTINAS","4","17"
"6957","6322","4","6313","6120","10","AV  INDEPENDENCIA(B°TERMINAL)  512","17","00248","LABOULAYE","CÓRDOBA","IPEM 257 DR RENE FAVALORO","4","17"
"7158","7476","4","7464","5980","13","DON BOSCO S/N","23","00344","OLIVA","CÓRDOBA","C0LEGIO SAGRADO CORAZON","4","23"
"7159","7463","4","7457","5980","7","ALVEAR 320","23","00344","OLIVA","CÓRDOBA","ESC PROV BARTOLOME MITRE","4","23"
"7160","7488","4","7477","5980","12","OLIVA","23","00344","OLIVA","CÓRDOBA","ESCUELA NAC.DE COMERCIO","4","23"
"7164","7614","4","7609","","6","HILARIO CUADROS Y EDMUNDO  CARTOS S/N","23","00348","RIO TERCERO","CÓRDOBA","COLEGIO C SAAVEDRA LAMAS","4","23"
"7165","7572","4","7559","5850","14","SAN AGUSTIN 318","23","00348","RIO TERCERO","CÓRDOBA","COLEGIO JESUS MARIA Y JOSE","4","23"
"7166","7523","4","7509","5850","15","G.SAVIO Y MENDOZA","23","00348","RIO TERCERO","CÓRDOBA","E.N.E.T. N°1","4","23"
"7167","7582","4","7573","5850","10","ANGELINA ORTIZ ESQ  INDEPENDENCIA S/N","23","00348","RIO TERCERO","CÓRDOBA","ESC GREGORIA I PEREZ","4","23"
"7168","7595","4","7583","5850","13","CHACABUCO 649","23","00348","RIO TERCERO","CÓRDOBA","ESC JOSE M ZAPIOLA","4","23"
"7169","7508","4","7497","5850","12","AMINTA R DE HERRERA 455","23","00348","RIO TERCERO","CÓRDOBA","ESC PROV MODESTO ACUÑA","4","23"
"7170","7552","4","7541","5850","12","25 DE FEBRERO 171","23","00348","RIO TERCERO","CÓRDOBA","ESC PROV R E DE SAN MARTIN","4","23"
"7171","7558","4","7553","5850","6","D DE ROJAS S/N-B°LAS VILETAS","23","00348","RIO TERCERO","CÓRDOBA","ESC SUP DE COMERCIO","4","23"
"7172","7608","4","7596","5850","13","I.LA CATOLICA 190","23","00348","RIO TERCERO","CÓRDOBA","ESCUELA N° 402","4","23"
"7173","7540","4","7524","5850","17","GRAL PAZ Y ESPAÑA 390","23","00348","RIO TERCERO","CÓRDOBA","INST ALEXIS CARREL","4","23"
